1	389	1
1	4239	1
1	4162	1
1	3566	1
1	3521	1
1	4104	1
1	370	1
1	3961	1
1	2724	1
1	708	1
2	1749	1
2	1665	1
2	4797	1
2	4032	1
2	4069	1
2	4846	1
2	1076	1
2	3205	1
2	4320	1
2	1921	1
2	3185	1
3	1822	1
3	465	1
3	2938	1
3	2243	1
3	3616	1
3	1113	1
3	3357	1
3	3446	1
4	2819	1
4	3283	1
4	1495	1
4	801	1
4	1161	1
4	4536	1
4	3325	1
4	2560	1
4	3421	1
4	4204	1
4	1464	1
4	1020	1
4	900	1
4	1259	1
4	4621	1
5	4880	1
5	1758	1
5	3049	1
5	3980	1
5	4847	1
5	2731	1
5	4674	1
5	2978	1
5	2093	1
5	1203	1
6	2925	1
6	82	1
6	3009	1
6	2934	1
6	3000	1
6	2183	1
6	3033	1
6	1632	1
6	1100	1
6	409	1
7	196	1
7	4434	1
7	2064	1
7	1424	1
7	2602	1
7	912	1
7	4399	1
7	645	1
7	2108	1
7	4890	1
7	2467	1
7	4235	1
7	4801	1
7	1216	1
7	4783	1
8	2656	1
8	1520	1
8	1703	1
8	4672	1
8	3444	1
8	4775	1
8	3263	1
8	4212	1
8	841	1
8	2481	1
8	4608	1
8	2085	1
8	1281	1
8	4858	1
8	4484	1
8	1339	1
9	3199	1
9	3603	1
9	4212	1
9	4878	1
9	990	1
9	559	1
9	3851	1
9	3227	1
9	2189	1
10	3468	1
10	3016	1
10	4353	1
10	305	1
10	2684	1
10	2155	1
10	1619	1
10	55	1
10	750	1
10	4660	1
10	2740	1
10	523	1
11	2383	1
11	4405	1
11	808	1
11	3042	1
11	223	1
11	3976	1
11	2613	1
11	3937	1
11	827	1
11	3093	1
11	331	1
11	1536	1
11	770	1
11	3179	1
11	3005	1
12	4075	1
12	1608	1
12	3130	1
12	3896	1
12	3162	1
12	4817	1
12	453	1
12	3609	1
12	1092	1
12	1952	1
13	3244	1
13	4790	1
13	1099	1
13	4797	1
13	1543	1
13	3346	1
13	1125	1
13	2754	1
13	996	1
14	2852	1
14	171	1
14	4990	1
14	1199	1
14	1146	1
14	1805	1
14	4817	1
14	2774	1
14	4426	1
14	283	1
14	4339	1
14	67	1
15	596	1
15	2960	1
15	4518	1
15	4881	1
15	2107	1
15	3437	1
15	886	1
15	1786	1
15	4796	1
15	668	1
15	3749	1
15	4344	1
15	3171	1
15	1378	1
15	2848	1
15	679	1
16	832	1
16	3390	1
16	4379	1
16	4904	1
16	2281	1
16	2878	1
16	2052	1
16	793	1
16	1651	1
16	4622	1
17	3160	1
17	2055	1
17	2455	1
17	1218	1
17	1350	1
17	1902	1
17	456	1
17	1242	1
17	581	1
17	1614	1
17	4397	1
18	4861	1
18	3405	1
18	631	1
18	1980	1
18	1896	1
18	1372	1
18	2114	1
18	4121	1
18	488	1
18	3444	1
18	1946	1
18	641	1
18	4660	1
18	4998	1
18	590	1
18	382	1
19	2300	1
19	854	1
19	2741	1
19	2028	1
19	4084	1
19	117	1
19	3847	1
19	4171	1
19	4937	1
20	2463	1
20	3785	1
20	1746	1
20	2998	1
21	1497	1
21	2567	1
21	3101	1
21	4864	1
21	1761	1
21	260	1
21	1444	1
21	2917	1
21	2695	1
21	2042	1
21	3523	1
21	4726	1
22	3960	1
22	4811	1
22	4680	1
22	1455	1
22	3532	1
22	4967	1
22	2665	1
22	328	1
22	4481	1
22	3707	1
22	1537	1
22	4745	1
22	2466	1
22	4086	1
23	4349	1
23	403	1
23	3325	1
23	2365	1
23	415	1
23	1818	1
23	3562	1
23	3550	1
23	4921	1
23	1361	1
23	4014	1
24	3515	1
24	2009	1
24	1246	1
24	817	1
24	3861	1
24	873	1
24	320	1
24	4335	1
24	3468	1
24	149	1
24	2816	1
24	2066	1
25	1360	1
25	911	1
25	4750	1
25	4129	1
25	4354	1
26	1338	1
26	834	1
26	3331	1
26	4445	1
26	316	1
26	3221	1
27	2483	1
27	968	1
27	2732	1
27	1887	1
27	1346	1
27	1291	1
27	4148	1
27	2229	1
28	922	1
28	4374	1
28	2256	1
28	343	1
28	4483	1
28	3255	1
28	470	1
28	4663	1
28	3889	1
29	4596	1
29	3998	1
29	2581	1
29	1966	1
29	2895	1
29	1231	1
29	1769	1
30	322	1
30	4749	1
30	4335	1
30	955	1
30	3498	1
30	2796	1
30	2041	1
30	192	1
31	1700	1
31	4928	1
31	3204	1
31	4118	1
31	258	1
31	4020	1
31	3003	1
31	2501	1
32	223	1
32	4663	1
32	1233	1
32	3464	1
32	1192	1
32	2057	1
32	3134	1
32	231	1
32	3999	1
32	3710	1
32	56	1
32	876	1
33	4913	1
33	3737	1
33	448	1
33	1557	1
33	3928	1
33	4016	1
33	2289	1
34	3068	1
34	849	1
34	1709	1
34	4924	1
34	2182	1
34	579	1
34	1846	1
34	1266	1
34	1169	1
35	1640	1
35	691	1
35	293	1
35	606	1
35	2512	1
35	3700	1
35	4593	1
35	1030	1
36	293	1
36	1570	1
36	3755	1
36	4554	1
36	1308	1
36	4818	1
36	1044	1
36	1693	1
36	466	1
36	1303	1
36	1036	1
36	2563	1
37	1926	1
37	2412	1
37	165	1
37	3021	1
37	1311	1
37	935	1
37	2712	1
37	1730	1
37	4477	1
37	4077	1
37	400	1
37	2459	1
37	4159	1
37	1306	1
38	167	1
38	908	1
38	287	1
38	2296	1
38	4614	1
38	1096	1
38	553	1
38	2800	1
38	4794	1
38	3658	1
39	722	1
39	4990	1
39	3703	1
39	744	1
39	434	1
39	2165	1
39	2949	1
39	2275	1
39	4086	1
39	4227	1
39	3846	1
39	4230	1
40	3932	1
40	3443	1
40	2979	1
40	2100	1
41	1032	1
41	58	1
41	2282	1
41	3816	1
41	477	1
41	746	1
41	3439	1
42	222	1
42	4024	1
42	1217	1
42	4676	1
42	4696	1
42	1606	1
42	693	1
42	2150	1
42	4936	1
42	804	1
43	3023	1
43	3586	1
43	2823	1
43	2765	1
43	1768	1
43	1691	1
43	1199	1
43	2408	1
43	4338	1
43	2030	1
